기사 제목,기사 링크
"통일부, 前정부 탈북 어민 강제 북송 잘못됐다며 사진까지 공개",http://www.edaily.co.kr/news/newspath.asp?newsid=03762166632393864
"통일부, 탈북어민 북송 모습 공개…분계선 앞 안가려 ‘저항’ [포착]",https://www.seoul.co.kr/news/newsView.php?id=20220712500207&wlog_tag3=naver
"몸부림 친 北어민, 양팔 잡혀 넘겨졌다…판문점 강제북송 그날",https://www.joongang.co.kr/article/25086339
"통일부, 탈북어민 북송사진 공개…분계선 앞에서 저항",http://news.heraldcorp.com/view.php?ud=20220712000841
"통일부, 탈북어민 북송사진 공개…분계선 앞 안가려 '저항'(종합)",https://www.yna.co.kr/view/AKR20220712084451504?input=1195m
"시민단체, ‘귀순 어민 강제 북송’ 의혹 정의용ㆍ김연철 등 고발",https://www.etoday.co.kr/news/view/2152887
"'16명 살해' 후 귀순 밝힌 탈북어민들, 판문점서 북송 거부 몸부림",https://news.imaeil.com/page/view/2022071217310321398
"NKDB, 정의용 등 11명 고발··· ""탈북어민 북송은 인권 침해""",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160290583556341
인권단체 ‘2019년 탈북어민 북송사건’ 정의용 등 관련자 고발,http://www.newscj.com/article/20220712580513
“文정권 안보문란 들여다보겠다” 與 국가안보문란TF 출범,http://www.segye.com/content/html/2022/07/12/20220712516451.html?OutUrl=naver
‘탈북어민 강제북송’ 의혹 고발…檢 수사팀 증원,https://www.sedaily.com/NewsView/268HSOXQIF
"북 인권단체, '탈북어민 강제북송' 의혹 정의용 등 고발",https://imnews.imbc.com/news/2022/society/article/6387417_35673.html
"북한인권정보센터, 탈북 어민 북송 관련 정의용 등 고발",http://www.obsnews.co.kr/news/articleView.html?idxno=1359422
“우리 국민 북한 보낸 것”…시민단체 '강제 북송 의혹' 정의용·김연철 고발,https://www.joongang.co.kr/article/25086281
"北인권단체, '탈북어민 강제북송 의혹' 정의용 前 국가안보실장 등 고발",https://www.lawtimes.co.kr/Legal-News/Legal-News-View?serial=180173
"북한인권단체, '탈북어민 강제북송' 의혹 정의용 등 고발",https://news.bbsi.co.kr/news/articleView.html?idxno=3074099
"北인권단체, '탈북 어민 북송사건' 정의용 등 고발… ""주권·인권침해""",https://www.newdaily.co.kr/site/data/html/2022/07/12/2022071200112.html
"시민단체, ‘귀순 어민 강제 북송 의혹’ 정의용 등 고발",https://www.chosun.com/national/court_law/2022/07/12/OYPICN7EKZFWLH22IZHINEQZWU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"시민단체, '탈북어민 북송' 정의용 등 11명 고발",http://www.yonhapnewstv.co.kr/MYH20220712007500038/?input=1825m
"北인권단체, '탈북어민 강제북송' 관련 정의용 등 검찰에 고발",https://view.asiae.co.kr/article/2022071213161885192
"북한인권정보센터, '탈북어민 강제 북송 사건' 검찰 고발",http://www.newsis.com/view/?id=NISI20220712_0019017007
"북한인권정보센터, '탈북어민 강제 북송 사건' 검찰 고발",http://www.newsis.com/view/?id=NISI20220712_0019017009
"북한인권정보센터, 정의용 등 검찰 고발",http://www.newsis.com/view/?id=NISI20220712_0019017008
'탈북어민 강제 북송 사건' 관련자 검찰 고발,http://www.newsis.com/view/?id=NISI20220712_0019017010
"北 인권단체, '탈북어민 강제북송' 사건 정의용 등 고발",https://www.ytn.co.kr/_ln/0103_202207121157144871
"북한인권정보센터, ‘탈북어민 강제북송’ 사건 정의용 등 고발",https://news.kbs.co.kr/news/view.do?ncd=5507283&ref=A
"시민단체, '탈북어민 북송사건' 정의용 등 11명 고발",http://news.tvchosun.com/site/data/html_dir/2022/07/12/2022071290059.html
"北인권NGO, '탈북어민 북송' 文정부 인사 고발…""인권침해 가해""",https://www.news1.kr/photos/view/?5471680
"北인권NGO, '탈북어민 북송' 文정부 인사 고발…""인권침해 가해""",https://www.news1.kr/photos/view/?5471665
"“탈북선원 강제북송, 직권남용과 증거인멸 등으로 고발”",https://www.christiantoday.co.kr/news/348803
"北인권단체, '탈북어민 북송' 정의용 전 실장 등 고발",https://www.news1.kr/photos/view/?5471641
"북 인권단체, '탈북어민 강제북송' 의혹 정의용 검찰 고발",https://news.sbs.co.kr/news/endPage.do?news_id=N1006819679&plink=ORI&cooper=NAVER
"북한인권단체, 정의용 전 국가안보실장 등 검찰 고발",https://www.news1.kr/photos/view/?5471639
"북한인권정보센터, '탈북어민 강제 북송 사건' 검찰 고발",http://www.newsis.com/view/?id=NISI20220712_0019016765
"북한인권정보센터, '탈북어민 강제 북송 사건' 검찰 고발",http://www.newsis.com/view/?id=NISI20220712_0019016767
"북한인권정보센터, '탈북어민 강제 북송 사건' 검찰 고발",http://www.newsis.com/view/?id=NISI20220712_0019016769
"北인권NGO, '탈북어민 북송' 文정부 인사 11명 고발",https://www.news1.kr/photos/view/?5471631
"北인권NGO, '탈북어민 북송' 文정부 인사 고발",https://www.news1.kr/photos/view/?5471628
"북한인권단체, 정의용 전 국가안보실장 등 검찰 고발",https://www.news1.kr/photos/view/?5471634
"인권침해지원센터, 정의용 등 10명 고발장 접수",http://www.newspim.com/news/view/20220712000387
고발장 접수 나선 인권침해지원센터,http://www.newspim.com/news/view/20220712000388
고발장 접수 나선 인권침해지원센터,http://www.newspim.com/news/view/20220712000388
고발 기자회견 개최한 북한인권정보센터 인권침해지원센터,http://www.newspim.com/news/view/20220712000384
'탈북어민 강제북송' 고발 관련 발언하는 북한인권정보센터 관계자,http://www.newspim.com/news/view/20220712000385
민원실 향하는 북한인권정보센터 인권침해지원센터 관계자들,http://www.newspim.com/news/view/20220712000382
'탈북어민 강제 북송' 관련 검찰 고발,http://www.newspim.com/news/view/20220712000383
"시민단체, '탈북선원 강제북송' 정의용·서훈 검찰고발 …""직권남용""",https://www.news1.kr/photos/view/?5471622
"北인권단체, '탈북어민 북송' 정의용 전 실장 등 고발",https://www.news1.kr/photos/view/?5471620
"北인권단체, '탈북어민 북송' 정의용 전 실장 등 고발",https://www.news1.kr/photos/view/?5471618
"北인권단체, '탈북어민 강제북송' 의혹 정의용 등 고발",https://www.yna.co.kr/view/AKR20220712073300004?input=1195m
"北인권NGO, '탈북어민 북송' 文정부 인사 11명 고발…""인권침해 가해""",http://news.mt.co.kr/mtview.php?no=2022071211044974403
"北인권단체, '탈북어민 북송' 정의용 전 실장 등 고발",https://www.nocutnews.co.kr/news/5785347
"시민단체, '탈북선원 강제북송' 정의용·서훈 검찰고발 …""직권남용""",https://www.news1.kr/articles/?4739457
"북한인권단체, 정의용 전 국가안보실장 등 검찰 고발",https://www.yna.co.kr/view/PYH20220712056300013?input=1196m
탈북어민 북송 관련 검찰 고발 회견,https://www.yna.co.kr/view/PYH20220712056100013?input=1196m
"북한인권단체, 정의용 전 국가안보실장 등 검찰 고발",https://www.yna.co.kr/view/PYH20220712056500013?input=1196m
"북한인권단체, 정의용 전 국가안보실장 등 검찰 고발",https://www.yna.co.kr/view/PYH20220712056200013?input=1196m
"북한인권단체, 정의용 전 국가안보실장 등 검찰 고발",https://www.yna.co.kr/view/PYH20220712056400013?input=1196m
탈북어민 북송 관련 검찰 고발,https://www.yna.co.kr/view/PYH20220712051100013?input=1196m
탈북어민 북송 관련 검찰 고발,https://www.yna.co.kr/view/PYH20220712051200013?input=1196m
탈북어민 북송 관련 검찰 고발,https://www.yna.co.kr/view/PYH20220712051000013?input=1196m
"""文정부, 귀순자 인권 짓밟아""…시민단체, 정의용 등 11명 고발",http://www.newsis.com/view/?id=NISX20220712_0001939539&cID=10201&pID=10200
文정부 부처 ‘수난 시대’… 산업·여가부에 국방·통일부도 檢 수사선상,http://www.segye.com/content/html/2022/07/12/20220712504556.html?OutUrl=naver
[오늘의 인사]노사발전재단·아리랑국제방송·KR투자증권 外,http://www.mediapen.com/news/view/737183
"통일부 ""탈북 어민 북송 분명한 잘못…당시 발표는 국가안보실 요구""",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00006&news_seq_no=4802046
‘탈북어민 북송사건’ 재조명… 정의용 전 안보실장 등 검찰 고발,http://www.newscj.com/article/20220711580522
귀순의향서 제출에도 북송 논란… 통일부 “탈북어민 북송 잘못”,http://www.segye.com/content/html/2022/07/11/20220711519823.html?OutUrl=naver
"NKDB ""탈북어민 북송은 인권침해""…정의용 등 11명 고발 예고",http://www.newsis.com/view/?id=NISX20220711_0001939139&cID=10301&pID=10300
"북한인권정보센터, '탈북어민 북송' 관련 정의용 등 7명 고발키로",https://imnews.imbc.com/news/2022/politics/article/6387088_35666.html
"시민단체 ""탈북어민 북송 文정부 인사 고발""",http://moneys.mt.co.kr/news/mwView.php?no=2022071117125098350
"북한인권정보센터, 탈북어민 북송 관련 정의용 등 고발키로",https://www.yna.co.kr/view/AKR20220711133200504?input=1195m
"서울중앙지검, 대검에 '박지원·서훈' 수사팀 검사 늘려달라",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4801920
"NKDB인권침해지원센터 ""'탈북어민 북송' 文정부 인사 고발""",https://www.news1.kr/articles/?4738529
"통일부 “탈북어민 북송, 분명 잘못된 부분 있다는 입장”",https://www.donga.com/news/article/all/20220711/114392102/2
「NKDB 인권침해지원센터」 탈북선원 강제북송 사건 12일 고발,http://www.konas.net/article/article.asp?idx=58983
"시민단체, 정의용·서훈·김연철 강제 북송 관련 검찰 고발",https://www.chosun.com/national/court_law/2022/07/11/4UHKCCDZ55DOZGUBZP7XEQU2Q4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"태영호, ‘탈북 어민 북송 사건’ 재발 방지방안 토론회 개최",http://www.segye.com/content/html/2022/07/09/20220709504683.html?OutUrl=naver
"태영호 의원, 탈북 선원 강제 북송 사건 재발 방지방안 마련 논의 토론회 개최",http://www.lawissue.co.kr/view.php?ud=202207090832571255b3279dfb36_12
"아이들 자유로이 숨 쉬고 뛰놀게, 코로나 방역 개선해야",https://www.joongang.co.kr/article/25085560
"태영호 “탈북 선원 강제 북송, 위법”…재발 방지 토론회 개최",http://www.kukinews.com/newsView/kuk202207080077
2019년 탈북어민 강제북송 文 전 대통령은 알았나?,http://www.kado.net/news/articleView.html?idxno=1134018
"탈북민 출신 지성호, 탈북민 민감 정보 강화 법안 발의 | 개인정보와는 다른 ...",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=15589&Newsnumb=20220615589
북한이탈주민 지원 소관부처 행안부 이전 검토 토론회 개최,http://www.konas.net/article/article.asp?idx=58839
"북한인권정보센터, 탈북민 소관부처 행안부 이전 논의 토론회 개최",https://www.christiantoday.co.kr/news/348365
[평양 밖 북한] 탈북 루트였던 몽골 사막을 직접 걸어보며...,https://www.dailynk.com/%ed%8f%89%ec%96%91-%eb%b0%96-%eb%b6%81%ed%95%9c-%ed%83%88%eb%b6%81-%eb%a3%a8%ed%8a%b8%ec%98%80%eb%8d%98-%eb%aa%bd%ea%b3%a8-%ec%82%ac%eb%a7%89%ec%9d%84-%ec%a7%81%ec%a0%91-%ea%b1%b8%ec%96%b4%eb%b3%b4
[로펌 라운지]'심판 판정'부터 '홈리스'까지...사회 전반으로 확대되는 프로보...,https://www.ajunews.com/view/20220616180943737
개신교 탈북민 지원 단체 48개…단연 으뜸,http://www.beopbo.com/news/articleView.html?idxno=310295
[웨스트민스터사이버신학교 개교 감사예배 등] 주요 단신,http://www.cts.tv/news/view?ncate=THMNWS01&dpid=291011
"태영호, '북한인권재단 설립위한 정책 제언' 세미나 개최",https://www.straightnews.co.kr/news/articleView.html?idxno=212426
"""북한인권재단 설립, 6년째 제자리""",https://www.natv.go.kr/natv/news/newsView.do?newsId=504016
"`6년 공백` 北인권재단 설립방안 토론…""野 이사추천 결단부터""",http://www.dt.co.kr/contents.html?article_no=2022061302109958051005&ref=naver
"이준석 ""인권문제는 北압박수단"" 권영세 ""수단 아닌 진정성 있어야""",http://www.dt.co.kr/contents.html?article_no=2022061302109958051004&ref=naver
"통일부 ""북한인권재단 내년 목표로 추진… 외통위원들 만나 설득하고 있다""",https://www.newdaily.co.kr/site/data/html/2022/06/13/2022061300106.html
"권성동 ""비겁한 민주당 정권, 북한인권결의안 찬성하면 전쟁날 듯 국민 속여와...",http://www.dt.co.kr/contents.html?article_no=2022061302109958051003&ref=naver
"북한인권정보센터, 『북한의 난제: 인권과 핵안보의 균형』 발간",https://www.christiantoday.co.kr/news/348090
1. 탈북민 현황 및 지원,http://www.beopbo.com/news/articleView.html?idxno=310094
“안보 중요하다고 北인권 뒤로 밀리는 건 옳지않아”,http://www.munhwa.com/news/view.html?no=2022061001032811000001
"태영호, ‘북한인권재단 설립 위한 정책 제언 대토론회’ 13일 개최",http://news.heraldcorp.com/view.php?ud=20220609000601
"태영호 의원, ‘윤석열 정부 국정과제-북한인권재단 설립을 위한 정책 제언 대...",http://www.lawissue.co.kr/view.php?ud=202206082045167218b3279dfb36_12
북한인권재단 설립 위한 정책 제언 대토론회 13일 개최,http://www.edaily.co.kr/news/newspath.asp?newsid=02683046632359752
『북한의 난제 : 인권과 핵 안보의 균형』 발간 기념 북토크 열려,http://www.konas.net/article/article.asp?idx=58748
"""北, 종교인 위협으로 간주… 곧바로 투옥·고문""",http://www.newscj.com/news/articleView.html?idxno=989054
"美 ‘종교자유 보고서’… “北, 20년째 종교 자유 없어”",https://news.kmib.co.kr/article/view.asp?arcid=0017146472&code=61131111&cp=nv
"美 '종교자유 보고서' 발표…""북한에서 종교활동은 불가능""",https://www.goodnews1.com/news/articleView.html?idxno=409096
"미 국무부 ""북한정권, 종교의 자유 절대적으로 부정...종교 탄압 심각하게 우...",http://www.pennmike.com/news/articleView.html?idxno=54590
"美국무부 “북, 종교 탄압 여전… 무차별 처형·고문·체포·학대”",http://www.segye.com/content/html/2022/06/03/20220603500668.html?OutUrl=naver
미 국무부 종교자유보고서 발표  “북한 종교 탄압 ‘심각하게 우려’…국제...,https://www.voakorea.com/a/6600838.html
"美 '2021 종교자유 보고서' 발표…""北 종교의 자유 매우 우려""(종합)",https://www.yna.co.kr/view/AKR20220603000751071?input=1195m
"美 '2021 종교자유 보고서' 발표…""北 종교의 자유 매우 우려""",https://www.yna.co.kr/view/AKR20220603000700071?input=1195m
"북인권정보센터, ""탈북민 정착 지원 통일부 아닌 행안부가 전담해야""",http://www.tongilnews.com/news/articleView.html?idxno=205136
"NKDB, “통일부의 탈북민 지원 정책 이대로 괜찮은가?”",http://www.konas.net/article/article.asp?idx=58661
"""북한이탈주민 업무, 통일부에서 행정안전부로 이관해야"" (윤여상 북한인권정...",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=15354&Newsnumb=20220515354
"“탈북민 정착 지원, 통일부에서 행자부로 이관해야”",https://www.christiantoday.co.kr/news/347736
"전문가 ""탈북민 주무부처, 통일부서 행안부로 바꿔야""",http://www.newsis.com/view/?id=NISX20220520_0001878970&cID=10301&pID=10300
"대구가톨릭대학교병원, 대구ㆍ경북 최초 폐이식 성공 外",http://www.newsmp.com/news/articleView.html?idxno=223566
탈북민 중 개신교가 절반 이상...이유는?,https://www.goodnews1.com/news/articleView.html?idxno=408377
"탈북민 종교, 개신교가 불교보다 많아",https://news.bbsi.co.kr/news/articleView.html?idxno=3067620
"북한인권단체들, 문 정부 비판하며 윤 정부에 대북인권정책 당부",https://www.christiantoday.co.kr/news/347485
"탈북민 종교, 개신교가 불교보다 훨씬 많은 까닭이‥",http://www.btnnews.tv/news/articleView.html?idxno=71407
탈북민 종교 개신교가 불교보다 훨씬 많은 이유는,https://www.yna.co.kr/view/AKR20220510115500009?input=1195m
문재인 정부 대북인권 정책 5년 평가와 윤석열 정부의 과제,https://www.christiantoday.co.kr/news/347366
[ET시론]<하>새 정부를 위한 '국가사이버안보' 정책 제언,https://www.etnews.com/20220503000051
"""대북 인권정책 소홀히 해선 안돼""…북한인권단체들 新정부에 제언",https://www.dailynk.com/20220502-4
"“새정부의 북한 인권문제, 문정부와 차별화해야”",https://www.joongang.co.kr/article/25068123
"‘북한 인권문제, 어떻게 대처해야 할까’ 제3차 사회안전망 4.0포럼 개최",http://www.smartfn.co.kr/view.php?ud=202205012334102372247648fe0a_46
[ET시론]<상>새 정부를 위한 '국가 사이버안보' 정책 제언,https://www.etnews.com/20220429000156
"통일사회복지포럼·사회안전망4.0포럼, 북한 인권 논의",https://news.kmib.co.kr/article/view.asp?arcid=0017029135&code=61121111&cp=nv
"[포토] 북한인권문제, 어떻게 대처해야 하나",http://www.edaily.co.kr/news/newspath.asp?newsid=03316086632301040
"[평양 돋보기] 북한군, 간부 자녀는 편한 보직…외출·외박에는 뇌물 필요?",http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4750586
"""DMZ 에코 브릿지 만들자""…전문가, '인도주의 통로' 제안",http://www.newsis.com/view/?id=NISX20220428_0001852008&cID=10301&pID=10300
북한이 인권 지적에 민감한 이유…'체제 전복 시도'로 인식,https://www.bbc.com/korean/news-61117631?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D
"대구지검 검사, '검수완박' 반대…""중·러·북한과 비교""",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00006&news_seq_no=4741547
현직 검사 “북한조차 법에 검사가 수사 감시하게 했다”,https://www.chosun.com/national/court_law/2022/04/17/VD3ELNAL3FDQDGSAJJNZQUQ32E/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"“20대 북한군인, 체제 충성 현저히 낮고 탈영 잦아”",https://www.christiantoday.co.kr/news/346907
“北서 군인은 도둑놈 취급”… 북한군 인권실태 살펴보니,http://www.segye.com/content/html/2022/04/15/20220415503896.html?OutUrl=naver
"""북한, '장마당 세대' 병사들에 사상교육 강화...건설현장 군 노동력 착취 심...",https://www.voakorea.com/a/6530711.html
"북한 군인들 무임금·폭력·노동 착취 여전...""합당한 대우인지 외부에서 알려...",https://www.voakorea.com/a/6530009.html
"“북한군, 외출·면회·조기제대 위해 뇌물…건설현장에 투입돼”",https://news.kbs.co.kr/news/view.do?ncd=5440414&ref=A
"""北 '군 입대=계층 이동 사다리' 옛말… 뇌물·비리 만연""",https://www.news1.kr/articles/?4648702
"""체제 충성심 낮은 20대 북한군 탈영 잦아""",https://www.dailian.co.kr/news/view/1103264/?sc=Naver
"北 인권정보센터 ""북한군, 외출·면회·조기 제대 위해 뇌물""",https://www.ytn.co.kr/_ln/0101_202204141426473049
"""북한군, 외출·면회·조기제대 위해 뇌물…건설현장에 투입돼""",https://www.yna.co.kr/view/AKR20220414100100504?did=1195m
북한군도 간부 자녀 편한 보직 받아…인맥·뇌물로 특례,http://www.newsis.com/view/?id=NISX20220414_0001833288&cID=10301&pID=10300
"문재인 적폐청산 광풍 5년...""나도 당했다"" 폭로 줄줄이 터졌다",http://www.pennmike.com/news/articleView.html?idxno=53106
"[단박인터뷰] 태영호 ""윤석열, 집무실 용산 이전으로 국민소통시대 열 것""",http://www.sisaon.co.kr/news/articleView.html?idxno=137465
[경기 고양소식] 통일부와 통일정보자료센터 건립 업무협약 체결,https://www.ajunews.com/view/20220324142437637
"[고양소식] 고양시, 통일정보자료센터 건립 협력 MOU 체결 등",https://www.pressian.com/pages/articles/2022032415282278648?utm_source=naver&utm_medium=search
[카드뉴스] 경기 고양시 주요뉴스 (3월 24일),http://www.weeklytoday.com/news/articleView.html?idxno=469370
북한인권정보센터 상반기 아카데미 오픈,https://www.christiantoday.co.kr/news/346408
"국제 인권단체들 ""HRNK 지지"" 공동 성명…""북한 인권 활동가 많다는 사실 알리...",https://www.voakorea.com/a/6491724.html
北 여성의날에 “나라 떠받들고 시부모 잘 모시라”,http://news.kmib.co.kr/article/view.asp?arcid=0016845988&code=61111611&cp=nv
"여성의 날에…북한 ""시부모 잘모시고 나라는 떠받들라""",https://news.imaeil.com/page/view/2022030809161206230
"북한, 여성의날에 ""시부모 잘모시고 나라는 떠받들라""",http://yna.kr/AKR20220308031400504?did=1195m
[인터뷰: 숌버그 전 국제형사재판소 판사] “북한인권 국제특별법정 설치 ‘적...,https://www.voakorea.com/a/6468994.html
"오피니언 리더그룹 3개 단체, 윤석열 후보 지지 선언",http://www.jeonmin.co.kr/news/articleView.html?idxno=350229
"전직 장차관 모임 '금란회' 등, 윤석열 지지 선언",http://www.mediapen.com/news/view/703032
"전직 장차관 모임 금란회 등 3개 단체 대표단, 밝은미래 위해 윤석열 후보 지...",http://www.jeollailbo.com/news/articleView.html?idxno=650312
"[인터뷰] 윤승현 인권침해지원센터장 ""북한인권 침해, 이젠 피해자 구제에도 ...",http://www.busan.com/view/busan/view.php?code=2022022011174541574
[아침을 열며] 역사가 반드시 심판하리라,https://www.yeongnam.com/web/view.php?key=20220220010002300
북한인권정보센터 산하 인권침해지원센터 출범…법률적 지원 활동 본격화,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202202181540567320574
북한인권 피해자 법률 지원 나선다… 'NKDB 인권침해지원센터' 출범,https://www.electimes.com/news/articleView.html?idxno=300657
"북한인권정보센터, 북한인권 피해자 법률 지원 본격화",http://www.mbn.co.kr/pages/vod/programContents.php?progCode=683&menuCode=4385&bcastSeqNo=1293024
"북한인권정보센터, 북한인권 피해자 법률 지원 본격화",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00006&news_seq_no=4701441
북한 인권 피해자 법률 지원합니다,https://www.news1.kr/photos/view/?5222406
북한인권정보센터 '피해자 명예회복 위한 법률 지원',https://www.news1.kr/photos/view/?5222402
북한인권정보센터 인권침해지원센터 출범식,https://www.news1.kr/photos/view/?5222396
축사하는 이메쉬 포카렐 부소장,https://www.news1.kr/photos/view/?5222393
인사말하는 이찬희 전 변협회장,https://www.news1.kr/photos/view/?5222400
출범식 인사말하는 윤승현 인권침해지원센터장,https://www.news1.kr/photos/view/?5222394
"[AP미디어동향 2월 3주] 尹 ""허위보도 언론 파산!""…격앙된 언론단체外",http://apnews.kr/View.aspx?No=2210371
"북한인권정보센터, 북한인권 피해자 법률 지원 나선다",https://www.christiantoday.co.kr/news/345646
목숨 걸고 한국 땅 밟았는데…도움 대신 위험에 빠트린 탈북민 지원센터,https://lawtalknews.co.kr/article/U3WEGYTZU659
"NKDB, 16일 ‘NKDB 인권침해지원센터’ 공식 출범",http://www.konas.net/article/article.asp?idx=58258
"중국 남부 만리장성 건설 보도에 탈북지원단체 ""탈북민들에게 추가 재앙""",http://www.lkp.news/news/articleView.html?idxno=18817
중국 남부 만리장성 건설 “탈북민들에게 추가 재앙…탈북 방식 근본적 변화 ...,https://www.voakorea.com/a/6436770.html
"우울한 '설·명절', 북한이탈주민을 생각하며",http://www.incheonin.com/news/articleView.html?idxno=86028
"[글로벌 In&Out] 2022년 벽두, 한일의 ‘약속’을 생각한다/기미야 다다시 도...",https://www.seoul.co.kr/news/newsView.php?id=20220209029010&wlog_tag3=naver
"'명절'에도 갈 곳 없는 탈북민 ""외롭다""…곳곳엔 사건·사고도",https://www.nocutnews.co.kr/news/5698795
생활고·차별…탈북민 정착 힘들다,http://www.jndn.com/article.php?aid=1642674768330438005
[인사] 법무부 외,https://hankookilbo.com/News/Read/A2022012016350004694?did=NA
탈북민 선교 위축… 국경 봉쇄로 북한선교 어려움,https://www.christiantoday.co.kr/news/345151
‘점프 귀순’ 보도에 가려진 진실들,https://www.hani.co.kr/arti/opinion/because/1027680.html
"英가디언, 탈북자 월북동기 집중조명…""공동체 의식 못느껴""",http://www.newsis.com/view/?id=NISX20220117_0001727296&cID=10101&pID=10100
[기자수첩]탈북민 지원체계 빈틈에 월북 재발…통일부 재정비 필요,http://www.newsis.com/view/?id=NISX20220110_0001718802&cID=11014&pID=16000
탈북자 10명 중 2명 ‘재입북 생각해봤다’…이 중 77% ‘고향·가족 그리워서...,http://www.segye.com/content/html/2016/12/16/20161216507819.html?OutUrl=naver
목숨 걸고 넘어왔는데…외롭고 그리워 10명중 2명 '재입북' 생각,https://www.news1.kr/articles/?4546811
탈북자들 南정착 어려움… “재입북 생각해봤다” 19%,https://www.donga.com/news/article/all/20220106/111113746/1
“여기 사는 게 더 힘들어 그런 거 아닐까요”… 재입북 공감하는 탈북민들,https://www.donga.com/news/article/all/20220105/111111829/1
힘들게 결행한 탈북···그들은 왜 돌아갈까 '재월북민'의 속사정,http://www.lkp.news/news/articleView.html?idxno=18513
월북: 10년간 최소 30명 월북... 탈북민들 국경 두번 넘는 이유는?,https://www.bbc.com/korean/news-59856610?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D
간첩 혐의 씌우고 南 가족에 약 1억원 요구하는 北 보위부,https://www.dailynk.com/%ea%b0%84%ec%b2%a9-%ed%98%90%ec%9d%98-%ec%94%8c%ec%9a%b0%ea%b3%a0-%e5%8d%97-%ea%b0%80%ec%a1%b1%ec%97%90-%ec%95%bd-1%ec%96%b5%ec%9b%90-%ec%9a%94%ea%b5%ac%ed%95%98%eb%8a%94-%e5%8c%97-%eb%b3%b4%ec%9c%84
"경찰, 월북 징후 2차례 보고…기초급여 받으며 생활고 겪은 듯",http://www.lkp.news/news/articleView.html?idxno=18506
녹록잖은 탈북민의 삶…10년간 최소 30명이 다시 북으로,http://yna.kr/AKR20220103149000504?did=1195m
"철책 월북자, '점프귀순' 체조경력 탈북민…""간첩활동은 아냐""",http://www.lkp.news/news/articleView.html?idxno=18497
"북한민주화네트워크-통일아카데미, 2021 활동 보고",https://www.christiantoday.co.kr/news/344759
"탈북민 18.5% ""북한 다시 돌아가고파…향수 때문""",http://www.lkp.news/news/articleView.html?idxno=18461
"""탈북민 대북송금 5.7%p 줄어...北 국경봉쇄 영향""",http://www.newspim.com/news/view/20211229000079
탈북민 올해 대북송금 10명 중 2명뿐…1회 평균 209만원,https://www.news1.kr/articles/?4537296
“올해 대북송금” 탈북민 20% 불과…북한 코로나 국경봉쇄 여파,http://www.munhwa.com/news/view.html?no=20211228MW163455693324
"""올해 대북송금"" 탈북민 20% 불과…북한 코로나 국경봉쇄 여파",http://yna.kr/AKR20211228115500504?did=1195m
"NKDB ""탈북민 임금 근로자, 월 평균 192만원 받아""",http://www.newsis.com/view/?id=NISX20211228_0001704547&cID=10301&pID=10300
올해 대북송금 경험 탈북민 20.9%… 코로나 여파로 감소,https://www.christiantoday.co.kr/news/344698
북한이탈주민 올해 대북송금 20.9%…1회 송금 209만원,http://www.konas.net/article/article.asp?idx=58069
한국 내 탈북민 올해 대북 송금 감소...북한 코로나 국경 봉쇄 여파,https://www.voakorea.com/a/6372419.html
"천태종 나누며하나되기, 고려인 등에 생활용품 전달",https://news.bbsi.co.kr/news/articleView.html?idxno=3054034
"[2022 업무계획] 통일부, ""대북 인도협력 플랫폼 구축...AI 빅데이터 통해 국...",http://www.onews.tv/news/articleView.html?idxno=104636
국방부 내년도 업무보고...전방위 국방태세 확립과 한반도 평화정착 보장,http://www.konas.net/article/article.asp?idx=58046
"통일부 ""내년 남북대화 복원, 한반도 평화프로세스 재가동 집중""",http://www.edaily.co.kr/news/newspath.asp?newsid=02240246629281472
'북한 연구 메카' 통일정보자료센터 고양시로 온다,https://ilyo.co.kr/?ac=article_view&entry_id=419411
"나누며하나되기, 소외이웃에 생활용품 전달",http://www.hyunbulnews.com/news/articleView.html?idxno=403498
"고양시, 북한자료센터 이전 유치...국내유일, 북한·통일 분야 '연구 메카'",http://www.gukjenews.com/news/articleView.html?idxno=2373996
"고양시, 통일정보자료센터 유치 확정",http://news.mt.co.kr/mtview.php?no=2021122216483463327
"고양시, 통일정보자료센터 유치 확정",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160289104676531
고양시 '북한ㆍ통일분야 연구메카' 통일정보자료센터 유치,http://www.kyeonggi.com/news/articleView.html?idxno=2393784
