기사 제목,기사 링크
"[기획취재] 文 정부, 대북전단금지법 이어 북한 인권법 폐지한다?",http://www.ilyoseoul.co.kr/news/articleView.html?idxno=440421
"[단독]통일부, 3년째 北인권조사 보고서 비공개 조치",https://www.donga.com/news/article/all/20210128/105172730/1
"구자근 ""권칠승 장관후보에게 대북관 입장 철저하게 따질 것""",https://ilyo.co.kr/?ac=article_view&entry_id=391022
"구자근 ""권칠승 중기장관 후보 대북관 검증""",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2066386
"“천안함 터지고 남북 교류 완전히 꽉 막혔다”, “북한인권단체 지원은 상대...",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=11576&Newsnumb=20210111576
"구자근 의원 ˝권칠승 후보자, 도의원 당시 ‘북한인권단체 지원중단’ 촉구했...",http://www.kbsm.net/default/index_view_page.php?idx=300372&part_idx=325
“갑작스런 통일 대비해 법제·정책 체계적 준비해야” [법조 이 사람-‘통일...,http://news.heraldcorp.com/view.php?ud=20210121000420
"최기식 변호사, “통일 미리 대비해야…교류협력뿐 아니라 법제·정책 준비를...",http://news.heraldcorp.com/view.php?ud=20210120001115
국민 절반 이상 “북한 인권 열악하다” 하지만 북한 난민 수용에는 ‘냉랭’,http://www.cpbc.co.kr/CMS/newspaper/view_body.php?cid=794399&path=202101
"[기호경제] 국민 60% ""북한인권 기록에 정부·민간 협력 필요""",http://www.kihoilbo.co.kr/news/articleView.html?idxno=904827
대북전단이 백해무익? ‘외부 정보’에 대한 탈북자들 생각은…,https://www.christiantoday.co.kr/news/337184
"탈북민 4명 중 1명 ""북한에 돈 보낸 적 있다""",https://www.hankyung.com/politics/article/2020123164291
"""탈북민 4명 중 1명, 올해 北에 송금 경험""",https://www.ytn.co.kr/_ln/0101_202012311522028513
탈북민 4명 중 1명 올해 북한에 송금,https://imnews.imbc.com/news/2020/politics/article/6043801_32626.html
"""탈북민 4명 중 1명 올해 北에 돈 보내…평균 송금액 151만원""",https://www.hankyung.com/politics/article/202012315714i
"“탈북민 26.6%, 올해 북한에 송금…평균 151만 원”",http://news.kbs.co.kr/news/view.do?ncd=5084539&ref=A
"""탈북민 4명 중 1명은 올해 대북송금…38.6%는 북한과 연락""",http://yna.kr/AKR20201231055700504?did=1195m
대북전단금지법과 코로나19 영향 속 탈북민들의 삶은 안전한가?,https://www.lkp.news/news/article.html?no=11650
"국민 64.6% ""北 인권 문제에 적극적으로 개입해야""",https://www.news1.kr/articles/?4165195
국민 64.6% “북한 인권에 적극 개입해야”,http://news.kbs.co.kr/news/view.do?ncd=5082654&ref=A
"북한이탈주민 26% 코로나19 여파에도 1.8회 대북 송금, 1회 151만원",http://www.konas.net/article/article.asp?idx=56306
"국민 10명 가운데 6명 ""북한인권 문제에 적극 개입해야""",http://yna.kr/AKR20201229118700504?did=1195m
국민 10명중 6명 “北 인권개선 가능성 없어”,http://www.munhwa.com/news/view.html?no=2020122901071227328002
"우리 국민 10명중 6명 ""보편적 차원에서 北인권 해결해야""",http://www.ilyoseoul.co.kr/news/articleView.html?idxno=436399
"국민 60% 이상 “북한인권 문제, 적극 개입해야”",https://www.christiantoday.co.kr/news/337104
“우리 국민 10명 9명 ‘北 인권 상황 심각하게 보고 있다’”,https://www.donga.com/news/article/all/20201228/104671257/1
"“北 인권상황 심각” 88%, “외부서 적극 개입해야” 64%",https://www.chosun.com/politics/north_korea/2020/12/28/XKVYZ6LJM5A63DZQYSDQ3L46SI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"우리 국민 북한인권 국민인식, 2015년 수준으로 뒷걸음질",http://www.konas.net/article/article.asp?idx=56292
[세계와우리] 국군포로 세상 떠나는데 계속 이럴 건가,http://www.segye.com/content/html/2020/12/24/20201224512127.html?OutUrl=naver
“전단법에 ‘제3국 금지’ 조항 넣어놓고 적용안된다 하면 그만인가”,http://www.munhwa.com/news/view.html?no=2020122301070530323001
[기고] '대북전단법' 비판하는 연방의회,http://www.koreadaily.com/news/read.asp?art_id=8947700
'대북전단살포금지법'에 대한 외신들의 반응은?,https://www.asiatoday.co.kr/view.php?key=20201221010013231
[시론] 평양보다 서울이 ‘인권 탄압’ 뭇매 맞는 이유 있다,https://news.joins.com/article/olink/23545135
"김여정, 강경화 “북한 코로나 확진 없다는 것 믿기 어렵다”는 말에 맹비난",https://www.christiantoday.co.kr/news/336553
[권은경 칼럼] ‘북한 주민의 외부정보 차단법’ 만들겠다는 건가?,https://www.dailynk.com/%ea%b6%8c%ec%9d%80%ea%b2%bd-%ec%b9%bc%eb%9f%bc-%eb%b6%81%ed%95%9c-%ec%a3%bc%eb%af%bc%ec%9d%98-%ec%99%b8%eb%b6%80%ec%a0%95%eb%b3%b4-%ec%b0%a8%eb%8b%a8%eb%b2%95-%eb%a7%8c%eb%93%a4
"성경 접한 적 있다는 탈북자, 꾸준히 증가 중",https://www.christiantoday.co.kr/news/336434
"북한인권정보센터, 북한이탈주민에 마스크 12만장 기증",https://www.christiantoday.co.kr/news/336290
[현장에선] 북한인권이라는 클리셰,http://www.segye.com/content/html/2020/11/26/20201126520769.html?OutUrl=naver
남북 법적 현안 등 논의...제5회 통일법제학술포럼 성황리 종료,http://www.lec.co.kr/news/articleView.html?idxno=723585
"“北 인권기록, 통일 후 중요자료… 진영 넘어서야” [차 한잔 나누며]",http://www.segye.com/content/html/2020/11/22/20201122512470.html?OutUrl=naver
"[인터뷰] 윤여상 소장 ""북한 종교실태 전세계에 알리기 위해 ‘북한 종교자유...",http://www.cpbc.co.kr/CMS/news/view_body.php?cid=791365&path=202011
2020 북한종교자유백서 발간,https://www.catholictimes.org/article/article_view.php?aid=349905
탈북민·난민인정자도 '이주가족'에 포함하는 법안 추진된다,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=431725
“북한인권 상황 기록만으로도 가해자 위축 시킬 수 있어”,https://www.dailynk.com/%eb%b6%81%ed%95%9c%ec%9d%b8%ea%b6%8c-%ec%83%81%ed%99%a9-%ea%b8%b0%eb%a1%9d%eb%a7%8c%ec%9c%bc%eb%a1%9c%eb%8f%84-%ea%b0%80%ed%95%b4%ec%9e%90-%ec%9c%84%ec%b6%95-%ec%8b%9c%ed%82%ac-%ec%88%98
[주목 이사람] NKDB북한인권기록보존소장 최기식 변호사,https://www.lawtimes.co.kr/Legal-News/Legal-News-View?serial=165606
북 종교 박해 사건 희생자 5명 중 4명 사망이나 실종,http://www.cpbc.co.kr/CMS/newspaper/view_body.php?cid=790792&path=202011
“북한인권운동 탄압받지만… 영화로 메시지 지속 전달되길”,https://www.christiantoday.co.kr/news/335782
"""운 좋으면 총살, 아니면 정치범 수용소""... 중국 내 탈북민이 처한 현실",http://www.readersnews.com/news/articleView.html?idxno=101021
"“北, 고문·구타·공개처형 등 기독교 탄압 여전”",https://www.christiantoday.co.kr/news/335728
“北 인권은 진영논리 넘어서는 본질적 권리의 문제”,http://www.munhwa.com/news/view.html?no=2020110401073321340001
북한 당국 인권탄압 감시에 눈 부릅뜬 전직 검사,http://www.segye.com/content/html/2020/11/03/20201103521602.html?OutUrl=naver
[종교in] 성경책 갖고 있단 이유로 총살… 말살된 북한 '종교자유',http://www.newscj.com/news/articleView.html?idxno=795591
"종교자유 없는 북한, 3년간 종교 활동 허용 '0%'",http://www.newscj.com/news/articleView.html?idxno=795448
"최기식 前 법무부「북한인권기록보존소」소장, (사)북한인권정보센터(NKDB)북...",http://www.lkp.news/news/article.html?no=11051
"최기식 변호사, NKDB 북한인권기록보존소장으로",https://www.christiantoday.co.kr/news/335680
"최기식 전 법무부 북한인권기록소장, (사)NKDB 부설 북한인권기록소장 취임 |...",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=11075&Newsnumb=20201111075
"""탈북민 중 북한서 성경책 본 적 있는 사람 4%...종교활동 참여자 1.2%""",http://www.pennmike.com/news/articleView.html?idxno=37454
"NKDB, '北 종교박해' 내용 담긴 종교자유 백서 발간",https://www.news1.kr/articles/?4105209
"민간 북한인권단체 ""성경책 본 탈북민은 4%""",https://www.nocutnews.co.kr/news/5439324
"인권단체 ""탈북민 중 북한서 성경책 본 적 있는 사람은 4%""",http://yna.kr/AKR20201101043400504?did=1195m
"북한 내 종교활동 허용, 최근 3년간 ‘0%’",https://www.christiantoday.co.kr/news/335628
"경기도민연합, 차별금지법 철회 촉구 外 [글방단·교계]",http://goodnews1.com/news/news_view.asp?seq=104325
"북한인권정보센터, 「2020 북한 종교자유 백서」 발간",http://www.konas.net/article/article.asp?idx=55926
"통일부, 탈북민 개인정보 무단 활용 확인 착수…NKDB에 공문 발송",https://www.news1.kr/articles/?4095539
탈북민 대상 北 인권조사 '논란'…개인정보 무단 활용 의혹까지,https://www.news1.kr/articles/?4085789
"이재정 ""NKDB, 정부 계약 어기고 탈북주민 개인정보 무단 보관""",http://www.sisajournal.com/news/articleView.html?idxno=206229
정부가 북한인권 조사 독점하면 안 되는 세 가지 이유 [우아한 청년 발언대],https://www.donga.com/news/article/all/20201011/103346312/1
"“북한 인권 기록, 정부 독점이 정상인가?”",https://www.christiantoday.co.kr/news/335137
북한에선 마약이 진통제 대용?…날로 늘어가는 탈북민 마약범죄,https://view.asiae.co.kr/article/2020101016333977763
"북한인권정보센터-국정감사, NKDB활동 사실과 다른 주장 강한 유감",http://www.lkp.news/news/article.html?no=10770
"[300스코어보드-외통위]윤건영에 '갑분싸', '포텐' 터진 태영호",http://news.mt.co.kr/mtview.php?no=2020100820587647575
윤여상 북한인권정보센터 소장 “DJ도 인정한 北 인권 조사 문 정권이 중단”,http://weekly.chosun.com/client/news/viw.asp?nNewsNumb=002628100008&ctcd=C02
"태영호 ""무연고 탈북아동에 냉면""…이인영 ""설에 떡국""",http://www.upinews.kr/newsView/upi202010080061
"김영호 의원 ""지난해 수감된 탈북자중 마약사범 36%""",http://www.newsfreezone.co.kr/news/articleView.html?idxno=265109
북한 주민 30% 이상 마약 소비…탈북민 투약 문제 심각,https://www.seoul.co.kr/news/newsView.php?id=20201008500022&wlog_tag3=naver
북한인권정보센터(NKDB)의 하나원 조사 중단,http://www.gukjenews.com/news/articleView.html?idxno=2086272
북한에선 흔하다?…탈북민 수감자 36% '마약사범',https://www.news1.kr/articles/?4080704
“탈북민 출신 수감자 3분의 1 이상이 마약사범”,http://news.kmib.co.kr/article/view.asp?arcid=0015087329&code=61111111&cp=nv
"“우린 北 독재정권 상대 했는데, 이제 文정권 상대하게 됐다”",https://www.chosun.com/opinion/choibosik/2020/10/05/6NVTPNYCDZBZFIO2PQ5ZJRLI5E/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"[기획] 코로나에 재입북, 피격 사건까지…'최악 추석' 탈북민 뒤숭숭",http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4297803
"[기획] 코로나에 재입북, 피격 사건까지…'최악 추석' 탈북민 뒤숭숭",http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4297565
보고서 공개 않는 北인권기록센터… 탈북자 증언 공론화 꺼리나[인사이드&인사...,https://www.donga.com/news/article/all/20200928/103165813/1
"우리국민 사살이 사실로 밝혀졌는데도 평화구걸?... 네티즌들, 이인영 통일부...",http://www.lkp.news/news/article.html?no=10608
"북한 인권 침해 조사, 통일부는 손떼라[오늘과 내일/신석호]",https://www.donga.com/news/article/all/20200925/103101676/1
"통일부 독식, 17년간 북한인권실태조사 한길-북한인권정보센터 배제",http://www.lkp.news/news/article.html?no=10596
"“탈북민 조사 중복 문제, 민간에 책임 돌리려 하나”",https://www.christiantoday.co.kr/news/334783
"반복된 인권조사에 시달리는 탈북민…""피로감·트라우마 우려""",http://yna.kr/AKR20200922174500504?did=1195m
울산국회의원 지역현안챙기기부터 인사청문회까지…전방위 국회 활동 펼쳐,http://www.iusm.co.kr/news/articleView.html?idxno=888323
"[국회의원 의정활동]김기현 ""文정부 출범 후 北인권조사 축소 해명해야""",http://www.ksilbo.co.kr/news/articleView.html?idxno=773790
文정부의 '北 인권침해' 지우기… 탈북민 조사항목 35개→6개 축소,http://www.newdaily.co.kr/site/data/html/2020/09/22/2020092200075.html
"[단독]野, ‘뉴질랜드 대사관 사건’ 가해자 국감장에 세운다",https://www.sedaily.com/NewsView/1Z7YE759I5
"""文정부 3년간 北인권실태 축소 요구 있었다""",http://www.shinailbo.co.kr/news/articleView.html?idxno=1323702
文정부 3년 내내 北 인권조사 문항·설문 대상 줄였다,https://www.sedaily.com/NewsView/1Z7YC7U7TY
"통일부, 국회 시정요구 거부했다?…'北인권조사' 중단 논란에 시끌",http://www.ajunews.com/view/20200921081821613
김여정도 아무 말 안했는데…통일부 “북한인권보고서 발간 미정”,http://www.newdaily.co.kr/site/data/html/2020/09/21/2020092100070.html
[단독]‘민간단체 탈북민 면접 중단’ 시정 않는 통일부,https://www.donga.com/news/article/all/20200921/103021808/1
[전문] 통일부의 민간단체 ‘북한인권실태 조사 중단 방침’에 대한 입장,https://www.christiantoday.co.kr/news/334672
북한인권정보센터 “정부 공문 통해 통일부의 거짓 밝혀져”,https://www.christiantoday.co.kr/news/334693
"북한인권정보센터 “정부의 인권 기록 독점, 정치적 활용 우려”",https://www.christiantoday.co.kr/news/334671
통일부-민간단체 ‘北 인권조사’ 논쟁…인권보고서 공개 여부도 논란,http://news.kbs.co.kr/news/view.do?ncd=5007777&ref=A
"이틀 만에 말 바꾼 통일부 ""北인권보고서 공개 확정 아냐""",http://yna.kr/AKR20200918128600504?did=1195m
"통일부 '北 인권기록센터' 보고서 공개 논란…""아직 검토 중""",http://www.ajunews.com/view/20200918160939062
"말 바꾼 통일부…북한인권기록센터 보고서 공개 ""검토 중""",http://www.newsis.com/view/?id=NISX20200918_0001171442&cID=10301&pID=10300
통일부 “9·19 평양선언 2주년 공식행사 없어”,https://www.seoul.co.kr/news/newsView.php?id=20200918500108&wlog_tag3=naver
"통일부 ""北인권 조사 중단 사실 아냐""... 보고서 공개 여부는 '논란'",https://www.sedaily.com/NewsView/1Z7WISMJB3
"김정은 화낼까봐?…“통일부, 왜 북한인권실태 공개 않으려 하나”",http://www.newdaily.co.kr/site/data/html/2020/09/18/2020091800082.html
<문화논단>北에 항복한 대북 인권정책,http://www.munhwa.com/news/view.html?no=2020091801032911000001
"[단독]“통일부, ‘北인권보고서’ 3급 비밀 지정 부적절”",https://www.donga.com/news/article/all/20200918/102991771/1
국정과제 北인권 외면한 정부[현장에서/권오혁],https://www.donga.com/news/article/all/20200918/102991689/1
"北 인권기록센터, 첫 공개 보고서 내놓는다",http://www.segye.com/content/html/2020/09/17/20200917522810.html?OutUrl=naver
김정은 집권 이후 사법절차 아닌 생명권 침해 증가…공포정치 지속,http://news.tvchosun.com/site/data/html_dir/2020/09/17/2020091790063.html
北 인권실태조사 논란 중에 정부 '北 인권기록센터' 첫 공개보고서 연내 발간,http://www.ajunews.com/view/20200917110515401
북한인권기록센터 올해 첫 공개 보고서 발간 예정,https://news.sbs.co.kr/news/endPage.do?news_id=N1005984392&plink=ORI&cooper=NAVER
"이인영 “공동연락사무소 폭파했지만 北, 군사합의 준수하려는 의지 있어”",https://www.chosun.com/politics/north_korea/2020/09/17/3PWIESUIRRFX7BKOYE4AWRF5BA/?utm_source=naver&utm_medium=original&utm_campaign=news
[사설]北정권 달래려 주민인권 외면하는 ‘부끄러운 나라’ 돼선 안 된다,https://www.donga.com/news/article/all/20200916/102972105/1
"[단독]통일부, 3년전부터 북한인권조사 축소 요구",https://www.donga.com/news/article/all/20200917/102972305/1
[사설] 도발 일삼는 北에 ‘9·19 합의’ 준수 의지 있다니,http://www.segye.com/content/html/2020/09/16/20200916521979.html?OutUrl=naver
"통일부, 北 인권조사도 중단시켜…이인영 ""北, 9·19 준수 의지""",http://news.tvchosun.com/site/data/html_dir/2020/09/16/2020091690113.html
"알몸 조사, 구타, 전기 고문… 여전히 심각한 北 인권 실태",https://www.christiantoday.co.kr/news/334614
"통일부-민간단체, '北 인권조사' 논쟁 중…""정부, 北 인권정보 독점 우려""",http://www.ajunews.com/view/20200916153041021
"민간단체 ""北 인권조사 재개해야""…통일부 ""조사 중단 아냐""(종합)",https://www.news1.kr/articles/?4060828
"""김정은 집권 후 북송 탈북민 처벌 강화...구금시설 환경 열악""",https://www.dailynk.com/%ea%b9%80%ec%a0%95%ec%9d%80-%ec%a7%91%ea%b6%8c-%ed%9b%84-%eb%b6%81%ec%86%a1-%ed%83%88%eb%b6%81%eb%af%bc-%ec%b2%98%eb%b2%8c-%ea%b0%95%ed%99%94-%ea%b5%ac%ea%b8%88%ec%8b%9c%ec%84%a4-%ed%99%98
“민간단체의 北인권실태 조사 중단 철회” 촉구…통일부 “중단시킨 것 아냐...,http://news.kbs.co.kr/news/view.do?ncd=5005755&ref=A
하태경 “북한 인권 조사 중단한 통일부 장관 문책해야”,https://www.christiantoday.co.kr/news/334609
"“통일부, 탈북민 인권 조사 전면 중단 철회해야”",https://www.christiantoday.co.kr/news/334604
[전문] 통일부의 ‘북한인권실태조사’ 중단 방침에 대한 NKDB의 입장,https://www.christiantoday.co.kr/news/334605
통일부 일방적인 중단에 21년 해온 北 조사 무산 위기 | 문재인 정부 들어 北...,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=10668&Newsnumb=20200910668
"통일부 ""북한인권정보센터가 북한인권실태조사 참여 않겠다고 해 제외""",https://imnews.imbc.com/news/2020/politics/article/5911649_32626.html
"하태경, 文향해 ""인권 대통령 포기하든 통일부 장관 문책하라""",http://news.mk.co.kr/newsRead.php?no=956615&year=2020
"文, 통일부 관련 지시 2년간 0건…북한인권백서 발간도 중단",http://www.skyedaily.com/news/news_view.html?ID=112138
“文정부 들어 北인권 관련 활동 통제… 조사·기록 상호 검증마저 원천 봉쇄...,http://www.munhwa.com/news/view.html?no=2020091601070527328001
"통일부 ""北 인권조사 중단 아냐…규모 축소했을 뿐""",https://www.news1.kr/articles/?4060394
[신대원의 현장에서] 북한인권 방치 비판 자초하는 통일부,http://news.heraldcorp.com/view.php?ud=20200916000577
"하태경 “文대통령, 北인권 조사 중단한 이인영 문책하라”",https://www.donga.com/news/article/all/20200916/102958109/2
"통일부 '北인권백서 중단'에…하태경 ""文, 인권대통령 포기해라""",http://news.mt.co.kr/mtview.php?no=2020091610030271599
"하태경 ""北 인권백서 발간 않기로? 통일부 거꾸로 가나""",http://www.edaily.co.kr/news/newspath.asp?newsid=01653126625900776
[단독] 21년 해온 北인권조사 중단시킨 통일부,https://www.donga.com/news/article/all/20200916/102952996/1
"북한인권정보센터, “백서 발간마저 중단될지도” 관심 촉구",https://www.christiantoday.co.kr/news/334591
"북한인권정보센터, 통일부의 '북한인권실태조사'축소철회 기자회견 진행",http://www.lkp.news/news/article.html?no=10484
"[기획특집] 북한인권법 시행 4주년, 사문화(死文化) 논란",http://www.ilyoseoul.co.kr/news/articleView.html?idxno=422284
"""기성 정당 신뢰 못해… 서울시장후보, 시민이 직접 뽑겠다""",http://www.newdaily.co.kr/site/data/html/2020/09/07/2020090700211.html
"북한인권정보센터 교육원, 온·오프라인 아카데미 개설",https://www.christiantoday.co.kr/news/334213
"통일부의 對北전단 관련 민간단체 등 全數조사 | 법인 433개 중 25개, 민간단...",http://monthly.chosun.com/client/news/viw.asp?ctcd=C&nNewsNumb=202009100043
"[윤여상 칼럼] 북한인권 단체 표적 사찰, 통일부 당당한가",https://www.dailynk.com/%ec%9c%a4%ec%97%ac%ec%83%81-%ec%b9%bc%eb%9f%bc-%eb%b6%81%ed%95%9c%ec%9d%b8%ea%b6%8c-%eb%8b%a8%ec%b2%b4-%ed%91%9c%ec%a0%81-%ec%82%ac%ec%b0%b0-%ed%86%b5%ec%9d%bc%eb%b6%80-%eb%8b%b9%eb%8b%b9%ed%95%9c
"北, 한국서 송금 받은 탈북자 가족에 회유·협박 ""돈 바쳐라""",http://www.newspim.com/news/view/20200723000873
"북한 주민들 위한 인권 운동 25년, 그 성과와 과제",https://www.christiantoday.co.kr/news/332933
"탈북민 68% ""김정은 집권 이후 더 악화""",http://www.dt.co.kr/contents.html?article_no=2020070902100258062001&ref=naver
"[2020 북한인권백서[제8집] 발간 기념 좌담회]북한의 참정권, 경제적 자유, 구...",http://news.koreanbar.or.kr/news/articleView.html?idxno=21771
[2020 북한인권백서[제8집] 발간 기념 좌담회]「북한인권백서」 개관,http://news.koreanbar.or.kr/news/articleView.html?idxno=21769
‘북한인권 운동 4반세기: 성과와 과제’ 학술세미나,https://www.christiantoday.co.kr/news/332778
"학생연대, ""'대북전단'으로 국민을 위협하는 범죄자 박상학을 처벌하라!""",http://www.newsfreezone.co.kr/news/articleView.html?idxno=243546
"대북 소식통 ""코로나 여파로 탈북민·북한 내 가족들 연락 어려워져""",http://www.newspim.com/news/view/20200630000183
"북한, 대북전단 사태로 탈북민 가족 감시 강화…남한정착 탈북민 송금·통화 ...",http://www.topstarnews.net/news/articleView.html?idxno=813942
"김여정, 이번엔 탈북자 가족에게 화풀이? 북한 보위부, 탈북민 가족 감시 강화...",https://www.lkp.news/news/article.html?no=9609
"북한, 탈북민 가족 감시 강화…남한정착 탈북민 송금·통화 끊겨",http://www.incheonilbo.com/news/articleView.html?idxno=1046122
탈북민 가족 감시 강화한 北…남한정착 탈북민 송금·통화 끊겨,http://news.mk.co.kr/newsRead.php?no=659720&year=2020
"북한, 탈북민 가족 감시 강화…남한정착 탈북민 송금·통화 끊겨",http://yna.kr/AKR20200625173500504?did=1195m
북한인권 뒤에 숨은 ‘무리한 돈벌이’…누굴 위해 대북전단 날리나,http://www.hani.co.kr/arti/politics/defense/951165.html
[집중 취재] 사문화(死文化)된 북한인권법,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=402187
[김재성 칼럼] 아베와 함께 웃는자 누군가,http://www.todaykorea.co.kr/news/articleView.html?idxno=272868
"""배고파 왔시요!"" 삐라에 흔들린 北주민들…""이젠 안 통한다""",http://news.mt.co.kr/mtview.php?no=2020061915091889234
"새터민 분신시도, 대북전단, 북한 태도 돌변에… 애꿎은 탈북민 향한 도 넘은...",https://www.christiantoday.co.kr/news/332416
"“대북 풍선 사역, 범죄 아닌 하나님의 명령”",https://www.christiantoday.co.kr/news/332313
"""대북 삐라는 돈벌이 수단…반북활동 최대 자금줄은 미국""",http://www.upinews.kr/newsView/upi202006090072
북한뉴스 유통패턴,http://www.koreatimes.com/article/1309681
"“러시아, 올 2월 정제유 2천 903t 대북 공급”",https://www.voakorea.com/korea/korea-politics/russia-oil
유엔주재 미국대표부 “시에라리온∙네팔 대북제재 이행 노력 감사”,https://www.voakorea.com/korea/korea-politics/us-un-dprk
탈북민 진출분야 다양해졌지만 대부분 단순 노무직 [대한민국 신인간관계 보고...,http://www.segye.com/content/html/2020/04/09/20200409527201.html?OutUrl=naver
"“北서 왔다고 그냥 차별해요”… 南, 사회 일원으로 품어야 [대한민국 신인간...",http://www.segye.com/content/html/2020/04/09/20200409527202.html?OutUrl=naver
"북한, 발열증세 숨겼다고 중국 갔다 온 남성 ‘총살’",https://www.christiantoday.co.kr/news/329506
"코로나19, 북한 '취약계층'에 더 위험할 수 있다",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002616711&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
"""독재와 빈곤에서 북한 해방시키자""...탈북민과 함께하는 인권단체 '남북함께...",http://www.pennmike.com/news/articleView.html?idxno=28826
탈북(脫北) 태영호 여의도 습격사건?,http://www.ajunews.com/view/20200225095429583
"""코로나19 방역협력으로 남북대화 계기 마련해야 한다""",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002615364&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
'공화국 역사상 초유의 일'... 죄수와 간수의 동반 탈북 사건,https://www.bbc.com/korean/news-50806147?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D
[티브로드]<인천> [4.15 총선 누가 뛰나] 인천 최대 격전지 '서구갑' 예비후보...,http://ch1.tbroad.com/content/view?parent_no=24&content_no=58&p_no=97705
코로나바이러스가 소환한 대북지원 논쟁[오늘과 내일/신석호],http://www.donga.com/news/article/all/20200207/99578324/1
"현빈·손혜진의 ‘사랑의 불시착’, 북한 미화 논란",http://www.christiantoday.co.kr/news/328407
"안보리 제재로 북한 해외노동자 러시아에 2500명가량 남아, 유학생 숫자는 오...",https://www.bbc.com/korean/news-51144987?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D
"""명백한 역차별"" vs ""탈북자 받아야"" 대학가 '새터민 전형' 논란",https://view.asiae.co.kr/article/2020010709394621059
국방FM 하이라이트,http://kookbang.dema.mil.kr/newsWeb/20191230/3/BBSMSTR_000000010061/view.do
"북한인권정보센터, 유엔 안보리 대북제재 결의 면밀한 모니터링 필요“",http://www.cts.tv/news/view?ncate=THMNWS01&dpid=258537
"""중국 내 北 노동자 급히 귀국""… 유엔 제재 일시 회피하나",https://news.chosun.com/site/data/html_dir/2019/12/24/2019122401318.html?utm_source=naver&utm_medium=original&utm_campaign=news
2019년 올해 ‘통일선교 10대 뉴스’는,http://www.christiantoday.co.kr/news/327680
"북한 해외노동자 송환 22일 만료, 북한에 미칠 영향은?",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002598383&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
"“유엔 회원국의 北 노동자 송환 여부, 모니터링 해야”",http://www.christiantoday.co.kr/news/327663
"[전문가 진단] ""중·러, '北 노동자 송환' 미 이행시 美 독자제재 가능성""",http://www.newspim.com/news/view/20191223000385
"민주평통, 자문위와 ‘탈북민’ 호칭·정책 개선방안 논의",http://www.edaily.co.kr/news/newspath.asp?newsid=03601446622719176
"민주평통, 탈북 자문위원 초청 '통일여론수렴 간담회' 개최",http://yna.kr/AKR20191216092400504?did=1195m
북한 천주교 역사,http://www.lkp.news/news/article.html?no=6810
북한 정치범수용소 운영 체계와 인권 실태,http://www.christiantoday.co.kr/news/327363
대북제재로 북노동자 송환에 미국-러시아 협상결렬,http://www.breaknews.com/697252
"[사설] 우리 사회 만연한 탈북 여성 차별, 부끄럽다",https://www.seoul.co.kr/news/newsView.php?id=20191210031008&wlog_tag3=naver
"""강제 추방 북한 선원, 도살장 끌려가 XX처럼 처형됐다""",http://www.ilyoseoul.co.kr/news/articleView.html?idxno=352997
2019 북한이탈주민 경제 및 사회통합 실태 조사,http://www.christiantoday.co.kr/news/327243
(사)북한인권정보센터 『2019 북한이탈주민 경제사회통합 실태』발간,http://www.konas.net/article/article.asp?idx=54407
"탈북 여성, 성폭행 혐의로 군인 2명 고소...탈북 여성들의 인권 실태",https://www.bbc.com/korean/news-50667683?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D
북한주민 강제북송 책임규명·정책 개발 세미나,http://www.hidomin.com/news/articleView.html?idxno=406819
김천대학교 '평화 공감 토크 콘서트' 개최,http://www.newscj.com/news/articleView.html?idxno=687538
1년6개월 만에 출소한 허현준 전 청와대 행정관 | “찬탄·반탄 논쟁보다 박근...,http://monthly.chosun.com/client/news/viw.asp?ctcd=E&nNewsNumb=201912100028
“북한으로 돌려보낼 법적 근거 어디에도 없다”,http://www.christiantoday.co.kr/news/327026
"백승주 의원 ""북한주민 강제북송..정책조정자들, 역사의 법정에 서야""",http://kpenews.com/View.aspx?No=337705
"강제북송 정책세미나…""北서 저지른 범죄, 처벌 최소화해야""",http://yna.kr/AKR20191128165300001?did=1195m
